"Age" "Year" "Cohort" "Prev" "qx"
"187" 4 2006 2002 1 0
"188" 4 2007 2003 1 0
"189" 4 2008 2004 1 0
"190" 4 2009 2005 1 0
"191" 4 2010 2006 1 0
"192" 4 2011 2007 1 0
"193" 4 2012 2008 1 0
"194" 4 2013 2009 1 0
"195" 4 2014 2010 1 0
"196" 4 2015 2011 1 0
"197" 4 2016 2012 1 0
"198" 4 2017 2013 1 0
"199" 4 2018 2014 1 0
"200" 4 2019 2015 1 0
"201" 5 1980 1975 1 0
"202" 5 1981 1976 1 0
"203" 5 1982 1977 1 0
"204" 5 1983 1978 1 0
"205" 5 1984 1979 1 0
"206" 5 1985 1980 1 0
"207" 5 1986 1981 1 0
"208" 5 1987 1982 1 0
"209" 5 1988 1983 1 0
"210" 5 1989 1984 1 0
"211" 5 1990 1985 1 0
"212" 5 1991 1986 1 0
"213" 5 1992 1987 1 0
"214" 5 1993 1988 1 0
"215" 5 1994 1989 1 0
"216" 5 1995 1990 1 0
"217" 5 1996 1991 1 0
"218" 5 1997 1992 1 0
"219" 5 1998 1993 1 0
"220" 5 1999 1994 1 0
"221" 5 2000 1995 1 0
"222" 5 2001 1996 1 0
"223" 5 2002 1997 1 0
"224" 5 2003 1998 1 0
"225" 5 2004 1999 1 0
"226" 5 2005 2000 1 0
"227" 5 2006 2001 1 0
"228" 5 2007 2002 1 0
"229" 5 2008 2003 1 0
"230" 5 2009 2004 1 0
"231" 5 2010 2005 1 0
"232" 5 2011 2006 1 0
"233" 5 2012 2007 1 0
"234" 5 2013 2008 1 0
"235" 5 2014 2009 1 0
"236" 5 2015 2010 1 0
"237" 5 2016 2011 1 0
"238" 5 2017 2012 1 0
"239" 5 2018 2013 1 0
"240" 5 2019 2014 1 0
"241" 6 1980 1974 1 0
"242" 6 1981 1975 1 0
"243" 6 1982 1976 1 0
"244" 6 1983 1977 1 0
"245" 6 1984 1978 1 0
"246" 6 1985 1979 1 0
"247" 6 1986 1980 1 0
"248" 6 1987 1981 1 0
"249" 6 1988 1982 1 0
"250" 6 1989 1983 1 0
"251" 6 1990 1984 1 0
"252" 6 1991 1985 1 0
"253" 6 1992 1986 1 0
"254" 6 1993 1987 1 0
"255" 6 1994 1988 1 0
"256" 6 1995 1989 1 0
"257" 6 1996 1990 1 0
"258" 6 1997 1991 1 0
"259" 6 1998 1992 1 0
"260" 6 1999 1993 1 0
"261" 6 2000 1994 1 0
"262" 6 2001 1995 1 0
"263" 6 2002 1996 1 0
"264" 6 2003 1997 1 0
"265" 6 2004 1998 1 0
"266" 6 2005 1999 1 0
"267" 6 2006 2000 1 0
"268" 6 2007 2001 1 0
"269" 6 2008 2002 1 0
"270" 6 2009 2003 1 0
"271" 6 2010 2004 1 0
"272" 6 2011 2005 1 0
"273" 6 2012 2006 1 0
"274" 6 2013 2007 1 0
"275" 6 2014 2008 1 0
"276" 6 2015 2009 1 0
"277" 6 2016 2010 1 0
"278" 6 2017 2011 1 0
"279" 6 2018 2012 1 0
"280" 6 2019 2013 1 0
"281" 7 1980 1973 1 0
"282" 7 1981 1974 1 0
"283" 7 1982 1975 1 0
"284" 7 1983 1976 1 0
"285" 7 1984 1977 1 0
"286" 7 1985 1978 1 0
"287" 7 1986 1979 1 0
"288" 7 1987 1980 1 0
"289" 7 1988 1981 1 0
"290" 7 1989 1982 1 0
"291" 7 1990 1983 1 0
"292" 7 1991 1984 1 0
"293" 7 1992 1985 1 0
"294" 7 1993 1986 1 0
"295" 7 1994 1987 1 0
"296" 7 1995 1988 1 0
"297" 7 1996 1989 1 0
"298" 7 1997 1990 1 0
"299" 7 1998 1991 1 0
"300" 7 1999 1992 1 0
"301" 7 2000 1993 1 0
"302" 7 2001 1994 1 0
"303" 7 2002 1995 1 0
"304" 7 2003 1996 1 0
"305" 7 2004 1997 1 0
"306" 7 2005 1998 1 0
"307" 7 2006 1999 1 0
"308" 7 2007 2000 1 0
"309" 7 2008 2001 1 0
"310" 7 2009 2002 1 0
"311" 7 2010 2003 1 0
"312" 7 2011 2004 1 0
"313" 7 2012 2005 1 0
"314" 7 2013 2006 1 0
"315" 7 2014 2007 1 0
"316" 7 2015 2008 1 0
"317" 7 2016 2009 1 0
"318" 7 2017 2010 1 0
"319" 7 2018 2011 1 0
"320" 7 2019 2012 1 0
"321" 8 1980 1972 1 0
"322" 8 1981 1973 1 0
"323" 8 1982 1974 1 0
"324" 8 1983 1975 1 0
"325" 8 1984 1976 1 0
"326" 8 1985 1977 1 0
"327" 8 1986 1978 1 0
"328" 8 1987 1979 1 0
"329" 8 1988 1980 1 0
"330" 8 1989 1981 1 0
"331" 8 1990 1982 1 0
"332" 8 1991 1983 1 0
"333" 8 1992 1984 1 0
"334" 8 1993 1985 1 0
"335" 8 1994 1986 1 0
"336" 8 1995 1987 1 0
"337" 8 1996 1988 1 0
"338" 8 1997 1989 1 0
"339" 8 1998 1990 1 0
"340" 8 1999 1991 1 0
"341" 8 2000 1992 1 0
"342" 8 2001 1993 1 0
"343" 8 2002 1994 1 0
"344" 8 2003 1995 1 0
"345" 8 2004 1996 1 0
"346" 8 2005 1997 1 0
"347" 8 2006 1998 1 0
"348" 8 2007 1999 1 0
"349" 8 2008 2000 1 0
"350" 8 2009 2001 1 0
"351" 8 2010 2002 1 0
"352" 8 2011 2003 1 0
"353" 8 2012 2004 1 0
"354" 8 2013 2005 1 0
"355" 8 2014 2006 1 0
"356" 8 2015 2007 1 0
"357" 8 2016 2008 1 0
"358" 8 2017 2009 1 0
"359" 8 2018 2010 1 0
"360" 8 2019 2011 1 0
"361" 9 1980 1971 1 0
"362" 9 1981 1972 1 0
"363" 9 1982 1973 1 0
"364" 9 1983 1974 1 0
"365" 9 1984 1975 1 0
"366" 9 1985 1976 1 0
"367" 9 1986 1977 1 0
"368" 9 1987 1978 1 0
"369" 9 1988 1979 1 0
"370" 9 1989 1980 1 0
"371" 9 1990 1981 1 0
"372" 9 1991 1982 1 0
"373" 9 1992 1983 1 0
"374" 9 1993 1984 1 0
"375" 9 1994 1985 1 0
"376" 9 1995 1986 1 0
"377" 9 1996 1987 1 0
"378" 9 1997 1988 1 0
"379" 9 1998 1989 1 0
"380" 9 1999 1990 1 0
"381" 9 2000 1991 1 0
"382" 9 2001 1992 1 0
"383" 9 2002 1993 1 0
"384" 9 2003 1994 1 0
"385" 9 2004 1995 1 0
"386" 9 2005 1996 1 0
"387" 9 2006 1997 1 0
"388" 9 2007 1998 1 0
"389" 9 2008 1999 1 0
"390" 9 2009 2000 1 0
"391" 9 2010 2001 1 0
"392" 9 2011 2002 1 0
"393" 9 2012 2003 1 0
"394" 9 2013 2004 1 0
"395" 9 2014 2005 1 0
"396" 9 2015 2006 1 0
"397" 9 2016 2007 1 0
"398" 9 2017 2008 1 0
"399" 9 2018 2009 1 0
"400" 9 2019 2010 1 0
"401" 10 1980 1970 1 0
"402" 10 1981 1971 1 0
"403" 10 1982 1972 1 0
"404" 10 1983 1973 1 0
"405" 10 1984 1974 1 0
"406" 10 1985 1975 1 0
"407" 10 1986 1976 1 0
"408" 10 1987 1977 1 0
"409" 10 1988 1978 1 0
"410" 10 1989 1979 1 0
"411" 10 1990 1980 1 0
"412" 10 1991 1981 1 0
"413" 10 1992 1982 1 0
"414" 10 1993 1983 1 0
"415" 10 1994 1984 1 0
"416" 10 1995 1985 1 0
"417" 10 1996 1986 1 0
"418" 10 1997 1987 1 0
"419" 10 1998 1988 1 0
"420" 10 1999 1989 1 0
"421" 10 2000 1990 1 0
"422" 10 2001 1991 1 0
"423" 10 2002 1992 1 0
"424" 10 2003 1993 1 0
"425" 10 2004 1994 1 0
"426" 10 2005 1995 1 0
"427" 10 2006 1996 1 0
"428" 10 2007 1997 1 0
"429" 10 2008 1998 1 0
"430" 10 2009 1999 1 0
"431" 10 2010 2000 1 0
"432" 10 2011 2001 1 0
"433" 10 2012 2002 1 0
"434" 10 2013 2003 1 0
"435" 10 2014 2004 1 0
"436" 10 2015 2005 1 0
"437" 10 2016 2006 1 0
"438" 10 2017 2007 1 0
"439" 10 2018 2008 1 0
"440" 10 2019 2009 1 0
"441" 11 1980 1969 1 0
"442" 11 1981 1970 1 0
"443" 11 1982 1971 1 0
"444" 11 1983 1972 1 0
"445" 11 1984 1973 1 0
"446" 11 1985 1974 1 0
"447" 11 1986 1975 1 0
"448" 11 1987 1976 1 0
"449" 11 1988 1977 1 0
"450" 11 1989 1978 1 0
"451" 11 1990 1979 1 0
"452" 11 1991 1980 1 0
"453" 11 1992 1981 1 0
"454" 11 1993 1982 1 0
"455" 11 1994 1983 1 0
"456" 11 1995 1984 1 0
"457" 11 1996 1985 1 0
"458" 11 1997 1986 1 0
"459" 11 1998 1987 1 0
"460" 11 1999 1988 1 0
"461" 11 2000 1989 1 0
"462" 11 2001 1990 1 0
"463" 11 2002 1991 1 0
"464" 11 2003 1992 1 0
"465" 11 2004 1993 1 0
"466" 11 2005 1994 1 0
"467" 11 2006 1995 1 0
"468" 11 2007 1996 1 0
"469" 11 2008 1997 1 0
"470" 11 2009 1998 1 0
"471" 11 2010 1999 1 0
"472" 11 2011 2000 1 0
"473" 11 2012 2001 1 0
"474" 11 2013 2002 1 0
"475" 11 2014 2003 1 0
"476" 11 2015 2004 1 0
"477" 11 2016 2005 1 0
"478" 11 2017 2006 1 0
"479" 11 2018 2007 1 0
"480" 11 2019 2008 1 0
"481" 12 1980 1968 1 0
"482" 12 1981 1969 1 0
"483" 12 1982 1970 1 0
"484" 12 1983 1971 1 0
"485" 12 1984 1972 1 0
"486" 12 1985 1973 1 0
"487" 12 1986 1974 1 0
"488" 12 1987 1975 1 0
"489" 12 1988 1976 1 0
"490" 12 1989 1977 1 0
"491" 12 1990 1978 1 0
"492" 12 1991 1979 1 0
"493" 12 1992 1980 1 0
"494" 12 1993 1981 1 0
"495" 12 1994 1982 1 0
"496" 12 1995 1983 1 0
"497" 12 1996 1984 1 0
"498" 12 1997 1985 1 0
"499" 12 1998 1986 1 0
"500" 12 1999 1987 1 0
"501" 12 2000 1988 1 0
"502" 12 2001 1989 1 0
"503" 12 2002 1990 1 0
"504" 12 2003 1991 1 0
"505" 12 2004 1992 1 0
"506" 12 2005 1993 1 0
"507" 12 2006 1994 1 0
"508" 12 2007 1995 1 0
"509" 12 2008 1996 1 0
"510" 12 2009 1997 1 0
"511" 12 2010 1998 1 0
"512" 12 2011 1999 1 0
"513" 12 2012 2000 1 0
"514" 12 2013 2001 1 0
"515" 12 2014 2002 1 0
"516" 12 2015 2003 1 0
"517" 12 2016 2004 1 0
"518" 12 2017 2005 1 0
"519" 12 2018 2006 1 0
"520" 12 2019 2007 1 0
"521" 13 1980 1967 1 0
"522" 13 1981 1968 1 0
"523" 13 1982 1969 1 0
"524" 13 1983 1970 1 0
"525" 13 1984 1971 1 0
"526" 13 1985 1972 1 0
"527" 13 1986 1973 1 0
"528" 13 1987 1974 1 0
"529" 13 1988 1975 1 0
"530" 13 1989 1976 1 0
"531" 13 1990 1977 1 0
"532" 13 1991 1978 1 0
"533" 13 1992 1979 1 0
"534" 13 1993 1980 1 0
"535" 13 1994 1981 1 0
"536" 13 1995 1982 1 0
"537" 13 1996 1983 1 0
"538" 13 1997 1984 1 0
"539" 13 1998 1985 1 0
"540" 13 1999 1986 1 0
"541" 13 2000 1987 1 0
"542" 13 2001 1988 1 0
"543" 13 2002 1989 1 0
"544" 13 2003 1990 1 0
"545" 13 2004 1991 1 0
"546" 13 2005 1992 1 0
"547" 13 2006 1993 1 0
"548" 13 2007 1994 1 0
"549" 13 2008 1995 1 0
"550" 13 2009 1996 1 0
"551" 13 2010 1997 1 0
"552" 13 2011 1998 1 0
"553" 13 2012 1999 1 0
"554" 13 2013 2000 1 0
"555" 13 2014 2001 1 0
"556" 13 2015 2002 1 0
"557" 13 2016 2003 1 0
"558" 13 2017 2004 1 0
"559" 13 2018 2005 1 0
"560" 13 2019 2006 1 0
"561" 14 1980 1966 1 0
"562" 14 1981 1967 1 0
"563" 14 1982 1968 1 0
"564" 14 1983 1969 1 0
"565" 14 1984 1970 1 0
"566" 14 1985 1971 1 0
"567" 14 1986 1972 1 0
"568" 14 1987 1973 1 0
"569" 14 1988 1974 1 0
"570" 14 1989 1975 1 0
"571" 14 1990 1976 1 0
"572" 14 1991 1977 1 0
"573" 14 1992 1978 1 0
"574" 14 1993 1979 1 0
"575" 14 1994 1980 1 0
"576" 14 1995 1981 1 0
"577" 14 1996 1982 1 0
"578" 14 1997 1983 1 0
"579" 14 1998 1984 1 0
"580" 14 1999 1985 1 0
"581" 14 2000 1986 1 0
"582" 14 2001 1987 1 0
"583" 14 2002 1988 1 0
"584" 14 2003 1989 1 0
"585" 14 2004 1990 1 0
"586" 14 2005 1991 1 0
"587" 14 2006 1992 1 0
"588" 14 2007 1993 1 0
"589" 14 2008 1994 1 0
"590" 14 2009 1995 1 0
"591" 14 2010 1996 1 0
"592" 14 2011 1997 1 0
"593" 14 2012 1998 1 0
"594" 14 2013 1999 1 0
"595" 14 2014 2000 1 0
"596" 14 2015 2001 1 0
"597" 14 2016 2002 1 0
"598" 14 2017 2003 1 0
"599" 14 2018 2004 1 0
"600" 14 2019 2005 1 0
"601" 15 1980 1965 1 0
"602" 15 1981 1966 1 0
"603" 15 1982 1967 1 0
"604" 15 1983 1968 1 0
"605" 15 1984 1969 1 0
"606" 15 1985 1970 1 0
"607" 15 1986 1971 1 0
"608" 15 1987 1972 1 0
"609" 15 1988 1973 1 0
"610" 15 1989 1974 1 0
"611" 15 1990 1975 1 0
"612" 15 1991 1976 1 0
"613" 15 1992 1977 1 0
"614" 15 1993 1978 1 0
"615" 15 1994 1979 1 0
"616" 15 1995 1980 1 0
"617" 15 1996 1981 1 0
"618" 15 1997 1982 1 0
"619" 15 1998 1983 1 0
"620" 15 1999 1984 1 0
"621" 15 2000 1985 1 0
"622" 15 2001 1986 1 0
"623" 15 2002 1987 1 0
"624" 15 2003 1988 1 0
"625" 15 2004 1989 1 0
"626" 15 2005 1990 1 0
"627" 15 2006 1991 1 0
"628" 15 2007 1992 1 0
"629" 15 2008 1993 1 0
"630" 15 2009 1994 1 0
"631" 15 2010 1995 1 0
"632" 15 2011 1996 1 0
"633" 15 2012 1997 1 0
"634" 15 2013 1998 1 0
"635" 15 2014 1999 1 0
"636" 15 2015 2000 1 0
"637" 15 2016 2001 1 0
"638" 15 2017 2002 1 0
"639" 15 2018 2003 1 0
"640" 15 2019 2004 1 0
"641" 16 1980 1964 1 0
"642" 16 1981 1965 1 0
"643" 16 1982 1966 1 0
"644" 16 1983 1967 1 0
"645" 16 1984 1968 1 0
"646" 16 1985 1969 1 0
"647" 16 1986 1970 1 0
"648" 16 1987 1971 1 0
"649" 16 1988 1972 1 0
"650" 16 1989 1973 1 0
"651" 16 1990 1974 1 0
"652" 16 1991 1975 1 0
"653" 16 1992 1976 1 0
"654" 16 1993 1977 1 0
"655" 16 1994 1978 1 0
"656" 16 1995 1979 1 0
"657" 16 1996 1980 1 0
"658" 16 1997 1981 1 0
"659" 16 1998 1982 1 0
"660" 16 1999 1983 1 0
"661" 16 2000 1984 1 0
"662" 16 2001 1985 1 0
"663" 16 2002 1986 1 0
"664" 16 2003 1987 1 0
"665" 16 2004 1988 1 0
"666" 16 2005 1989 1 0
"667" 16 2006 1990 1 0
"668" 16 2007 1991 1 0
"669" 16 2008 1992 1 0
"670" 16 2009 1993 1 0
"671" 16 2010 1994 1 0
"672" 16 2011 1995 1 0
"673" 16 2012 1996 1 0
"674" 16 2013 1997 1 0
"675" 16 2014 1998 1 0
"676" 16 2015 1999 1 0
"677" 16 2016 2000 1 0
"678" 16 2017 2001 1 0
"679" 16 2018 2002 1 0
"680" 16 2019 2003 1 0
"681" 17 1980 1963 1 0
"682" 17 1981 1964 1 0
"683" 17 1982 1965 1 0
"684" 17 1983 1966 1 0
"685" 17 1984 1967 1 0
"686" 17 1985 1968 1 0
"687" 17 1986 1969 1 0
"688" 17 1987 1970 1 0
"689" 17 1988 1971 1 0
"690" 17 1989 1972 1 0
"691" 17 1990 1973 1 0
"692" 17 1991 1974 1 0
"693" 17 1992 1975 1 0
"694" 17 1993 1976 1 0
"695" 17 1994 1977 1 0
"696" 17 1995 1978 1 0
"697" 17 1996 1979 1 0
"698" 17 1997 1980 1 0
"699" 17 1998 1981 1 0
"700" 17 1999 1982 1 0
"701" 17 2000 1983 1 0
"702" 17 2001 1984 1 0
"703" 17 2002 1985 1 0
"704" 17 2003 1986 1 0
"705" 17 2004 1987 1 0
"706" 17 2005 1988 1 0
"707" 17 2006 1989 1 0
"708" 17 2007 1990 1 0
"709" 17 2008 1991 1 0
"710" 17 2009 1992 1 0
"711" 17 2010 1993 1 0
"712" 17 2011 1994 1 0
"713" 17 2012 1995 1 0
"714" 17 2013 1996 1 0
"715" 17 2014 1997 1 0
"716" 17 2015 1998 1 0
"717" 17 2016 1999 1 0
"718" 17 2017 2000 1 0
"719" 17 2018 2001 1 0
"720" 17 2019 2002 1 0
"721" 18 1980 1962 1 0
"722" 18 1981 1963 1 0
"723" 18 1982 1964 1 0
"724" 18 1983 1965 1 0
"725" 18 1984 1966 1 0
"726" 18 1985 1967 1 0
"727" 18 1986 1968 1 0
"728" 18 1987 1969 1 0
"729" 18 1988 1970 1 0
"730" 18 1989 1971 1 0
"731" 18 1990 1972 1 0
"732" 18 1991 1973 1 0
"733" 18 1992 1974 1 0
"734" 18 1993 1975 1 0
"735" 18 1994 1976 1 0
"736" 18 1995 1977 1 0
"737" 18 1996 1978 1 0
"738" 18 1997 1979 1 0
"739" 18 1998 1980 1 0
"740" 18 1999 1981 1 0
"741" 18 2000 1982 1 0
"742" 18 2001 1983 1 0
"743" 18 2002 1984 1 0
"744" 18 2003 1985 1 0
"745" 18 2004 1986 1 0
"746" 18 2005 1987 1 0
"747" 18 2006 1988 1 0
"748" 18 2007 1989 1 0
"749" 18 2008 1990 1 0
"750" 18 2009 1991 1 0
"751" 18 2010 1992 1 0
"752" 18 2011 1993 1 0
"753" 18 2012 1994 1 0
"754" 18 2013 1995 1 0
"755" 18 2014 1996 1 0
"756" 18 2015 1997 1 0
"757" 18 2016 1998 1 0
"758" 18 2017 1999 1 0
"759" 18 2018 2000 1 0
"760" 18 2019 2001 1 0
"761" 19 1980 1961 1 0
"762" 19 1981 1962 1 0
"763" 19 1982 1963 1 0
"764" 19 1983 1964 1 0
"765" 19 1984 1965 1 0
"766" 19 1985 1966 1 0
"767" 19 1986 1967 1 0
"768" 19 1987 1968 1 0
"769" 19 1988 1969 1 0
"770" 19 1989 1970 1 0
"771" 19 1990 1971 1 0
"772" 19 1991 1972 1 0
"773" 19 1992 1973 1 0
"774" 19 1993 1974 1 0
"775" 19 1994 1975 1 0
"776" 19 1995 1976 1 0
"777" 19 1996 1977 1 0
"778" 19 1997 1978 1 0
"779" 19 1998 1979 1 0
"780" 19 1999 1980 1 0
"781" 19 2000 1981 1 0
"782" 19 2001 1982 1 0
"783" 19 2002 1983 1 0
"784" 19 2003 1984 1 0
"785" 19 2004 1985 1 0
"786" 19 2005 1986 1 0
"787" 19 2006 1987 1 0
"788" 19 2007 1988 1 0
"789" 19 2008 1989 1 0
"790" 19 2009 1990 1 0
"791" 19 2010 1991 1 0
"792" 19 2011 1992 1 0
"793" 19 2012 1993 1 0
"794" 19 2013 1994 1 0
"795" 19 2014 1995 1 0
"796" 19 2015 1996 1 0
"797" 19 2016 1997 1 0
"798" 19 2017 1998 1 0
"799" 19 2018 1999 1 0
"800" 19 2019 2000 1 0
"801" 20 1980 1960 1 0
"802" 20 1981 1961 1 0
"803" 20 1982 1962 1 0
"804" 20 1983 1963 1 0
"805" 20 1984 1964 1 0
"806" 20 1985 1965 1 0
"807" 20 1986 1966 1 0
"808" 20 1987 1967 1 0
"809" 20 1988 1968 1 0
"810" 20 1989 1969 1 0
"811" 20 1990 1970 1 0
"812" 20 1991 1971 1 0
"813" 20 1992 1972 1 0
"814" 20 1993 1973 1 0
"815" 20 1994 1974 1 0
"816" 20 1995 1975 1 0
"817" 20 1996 1976 1 0
"818" 20 1997 1977 1 0
"819" 20 1998 1978 1 0
"820" 20 1999 1979 1 0
"821" 20 2000 1980 1 0
"822" 20 2001 1981 1 0
"823" 20 2002 1982 1 0
"824" 20 2003 1983 1 0
"825" 20 2004 1984 1 0
"826" 20 2005 1985 1 0
"827" 20 2006 1986 1 0
"828" 20 2007 1987 1 0
"829" 20 2008 1988 1 0
"830" 20 2009 1989 1 0
"831" 20 2010 1990 1 0
"832" 20 2011 1991 1 0
"833" 20 2012 1992 1 0
"834" 20 2013 1993 1 0
"835" 20 2014 1994 1 0
"836" 20 2015 1995 1 0
"837" 20 2016 1996 1 0
"838" 20 2017 1997 1 0
"839" 20 2018 1998 1 0
"840" 20 2019 1999 1 0
"841" 21 1980 1959 1 0
"842" 21 1981 1960 1 0
"843" 21 1982 1961 1 0
"844" 21 1983 1962 1 0
"845" 21 1984 1963 1 0
"846" 21 1985 1964 1 0
"847" 21 1986 1965 1 0
"848" 21 1987 1966 1 0
"849" 21 1988 1967 1 0
"850" 21 1989 1968 1 0
"851" 21 1990 1969 1 0
"852" 21 1991 1970 1 0
"853" 21 1992 1971 1 0
"854" 21 1993 1972 1 0
"855" 21 1994 1973 1 0
"856" 21 1995 1974 1 0
"857" 21 1996 1975 1 0
"858" 21 1997 1976 1 0
"859" 21 1998 1977 1 0
"860" 21 1999 1978 1 0
"861" 21 2000 1979 1 0
"862" 21 2001 1980 1 0
"863" 21 2002 1981 1 0
"864" 21 2003 1982 1 0
"865" 21 2004 1983 1 0
"866" 21 2005 1984 1 0
"867" 21 2006 1985 1 0
"868" 21 2007 1986 1 0
"869" 21 2008 1987 1 0
"870" 21 2009 1988 1 0
"871" 21 2010 1989 1 0
"872" 21 2011 1990 1 0
